Start_UTC,Latitude,Longitude,GPS_Alt,AOD0501,CO_ppbv,Mid_UTC,Number_Concentration,rBC_massConc,ORG,CDP_LWC
57489.0,-1.5822751,4.9999,2578.9,0.2,321.74,57489.0,,,,0.0
57490.0,-1.5809998,4.9999,2582.6,0.198,321.48,57490.0,,,,0.0
57491.0,-1.5797362,4.9999,2586.2,0.196,322.44,57491.0,,,25.68,0.0
57492.0,-1.5784571000000003,4.9999,2588.3,0.196,322.13,57492.0,,,,0.0
57493.0,-1.5771947,4.9999,2594.0,0.193,323.3,57493.0,,,,0.0
57494.0,-1.5759163,4.9999,2599.1,0.192,322.66,57494.0,,,,0.0
57495.0,-1.5747268,4.9999,2602.9,0.193,315.63,57495.0,,,26.49,0.0
57496.0,-1.5734773000000002,4.9999,2607.9,0.191,312.91,57496.0,,,,0.0
57497.0,-1.5721976,4.9999,2613.0,0.19,310.47,57497.0,,,,0.0
57498.0,-1.5709277,4.9999,2618.3,0.19,312.65,57498.0,,,,0.0
57499.0,-1.5691173999999999,4.9999,2623.9,0.18899999999999997,309.88,57500.0,,,,0.0
57500.0,-1.5669790000000001,4.9999,2630.2,0.18600000000000003,309.27,57501.0,,,27.38,0.0
57501.0,-1.5657033,4.9999,2636.7,0.182,307.62,57502.0,,,,0.0
57502.0,-1.5644388,4.9999,2640.3,0.18100000000000002,306.67,57503.0,,,,0.0
57503.0,-1.5631596,4.9999,2646.4,0.182,305.54,57504.0,,,,0.0
57504.0,-1.5618983999999998,4.9999,2650.8,0.18100000000000002,302.26,57505.0,,,25.58,0.0
57505.0,-1.5606201000000002,4.9999,2654.2,0.18,304.22,57506.0,,,,0.0
57506.0,-1.5593546999999999,4.9999,2660.7,0.18,301.89,57507.0,,,,0.0
57507.0,-1.5580798999999999,4.9999,2663.3,0.18,301.29,57508.0,,,,0.0
57508.0,-1.5568002,4.9999,2667.0,0.17800000000000002,299.45,57508.0,,,25.41,0.0
57509.0,-1.5555781000000002,4.9999,2672.2,0.17800000000000002,302.69,57509.0,,,,0.0
57510.0,-1.5538225,4.9999,2677.7,0.179,304.05,57510.0,920.0,,,0.0
57511.0,-1.5516815000000002,4.9999,2684.4,0.179,301.22,57511.0,930.0,,,0.0
57512.0,-1.5504061000000002,4.9999,2691.0,0.179,302.52,57512.0,847.0,,23.99,0.0
57513.0,-1.5491426000000001,4.9999,2692.5,0.17800000000000002,300.96,57513.0,717.0,,,0.0
57514.0,-1.5478633999999998,4.9999,2698.8,0.177,299.77,57514.0,644.0,,,0.0
57515.0,-1.5466010000000001,4.9999,2702.7,0.17600000000000002,300.56,57515.0,543.0,,,0.0
57516.0,-1.5453226999999998,4.9999,2709.1,0.17600000000000002,300.99,57516.0,523.0,,24.5,0.0
57517.0,-1.5440582,4.9999,2713.2,0.17600000000000002,303.8,57517.0,,,,0.0
57518.0,-1.5427837,4.9999,2715.2,0.17600000000000002,303.985,57518.0,,,,0.0
57519.0,-1.541504,4.9999,2721.7,0.174,301.4,57520.0,,,,0.0
57520.0,-1.5402341,4.9999,2727.1,0.174,299.18,57521.0,,,,0.0
57521.0,-1.5384301999999999,4.9999,2732.7,0.174,298.79,57522.0,,,25.64,0.0
57522.0,-1.536291,4.9999,2740.5,0.17300000000000001,297.94,57523.0,,,,0.0
57523.0,-1.5350249,4.9999,2743.2,0.17300000000000001,295.81,57524.0,,,,0.0
57524.0,-1.5337452,4.9999,2748.5,0.172,295.67,57525.0,,,,0.0
57525.0,-1.5324659,4.9999,2752.2,0.16899999999999998,293.04,57526.0,539.0,,24.61,0.0
57526.0,-1.5312047,4.9999,2758.8,0.16899999999999998,292.06,57527.0,697.0,,,0.0
57527.0,-1.5299265,4.9999,2762.9,0.168,291.04,57527.0,697.0,,,0.0
57528.0,-1.5286620000000002,4.9999,2766.8,0.168,291.67,57528.0,747.0,,,0.0
57529.0,-1.5273876,4.9999,2770.9,0.168,291.17,57529.0,870.0,,26.44,0.0
57530.0,-1.5261079,4.9999,2776.4,0.16699999999999998,290.95,57530.0,970.0,,,0.0
57531.0,-1.5248372,4.9999,2783.2,0.16699999999999998,290.87,57531.0,983.0,,,0.0
57532.0,-1.5230353,4.9999,2789.7,0.166,289.5,57532.0,981.0,,,0.0
57533.0,-1.5208939,4.9999,2794.5,0.16399999999999998,291.75,57533.0,1050.0,,24.57,0.0
57534.0,-1.5196287,4.9999194000000005,2797.8,0.161,292.72,57534.0,1030.0,,,0.0
57535.0,-1.518349,5.0,2802.6,0.159,291.34,57535.0,1032.0,,,0.0
57536.0,-1.5170697,5.0,2807.6,0.158,290.77,57536.0,1005.0,,,0.0
57537.0,-1.5158085,5.0,2813.1,0.159,289.99,57537.0,1000.0,,,0.0
57538.0,-1.5145302999999999,5.0,2817.4,0.157,293.78,57539.0,,,25.44,0.0
57539.0,-1.5132506000000001,5.0,2821.6,0.156,294.66,57540.0,,,,0.0
57540.0,-1.5119835,5.0,2826.5,0.156,294.33,57541.0,,,,0.0
57541.0,-1.5107104,5.0,2830.6,0.156,294.92,57542.0,,,,0.0
57542.0,-1.5094404,5.0,2834.2,0.156,292.86,57543.0,,,24.89,0.0
57543.0,-1.5076052,5.0,2840.5,0.156,295.84,57544.0,,,,0.0
57544.0,-1.5053976999999998,5.0,2848.4,0.154,292.99,57545.0,,,,0.0
57545.0,-1.5041325,5.0,2852.9,0.153,294.75,57546.0,,,,0.0
57546.0,-1.5028528,5.0,2859.3,0.153,295.42,57547.0,,,24.54,0.0
57547.0,-1.5015735000000001,5.0,2862.2,0.152,295.15,57547.0,,,,0.0
57548.0,-1.5003111,5.0,2867.7,0.151,292.96,57548.0,,,,0.0
57549.0,-1.4990329,5.0,2871.0,0.15,294.63,57549.0,,,,0.0
57550.0,-1.4977532,5.0,2873.1,0.149,295.28,57550.0,,,25.73,0.0
57551.0,-1.4964868,5.0,2878.2,0.149,293.04,57551.0,,,,0.0
57552.0,-1.4952143,5.0,2883.4,0.14800000000000002,293.68,57552.0,,,,0.0
57553.0,-1.4938778,5.0000258,2888.6,0.14800000000000002,292.13,57553.0,,,,0.0
57569.0,-1.4705719,5.0001,2970.1,2.585,287.99,57569.0,,,,0.0
57570.0,-1.4692393,5.0001,2974.2,2.585,287.59,57570.0,922.0,,,0.0
57571.0,-1.4682765,5.0001,2978.2,0.284,289.21,57571.0,814.0,,25.0,0.0
57572.0,-1.4671207,5.0001,2982.3,0.133,291.35,57572.0,865.0,,,0.0
57573.0,-1.4658499,5.0001,2988.1,0.133,293.26,57573.0,664.0,,,0.0
57574.0,-1.4640608999999998,5.0001,2996.4,0.132,290.71,57574.0,718.0,,,0.0
57575.0,-1.4619065,5.0001,3004.1,0.131,296.58,57575.0,553.0,,,0.0
57576.0,-1.4606415000000001,5.0001,3007.9,0.132,298.17499999999995,57576.0,512.0,,24.46,0.0
57577.0,-1.4593519,5.0001,3011.9,0.131,298.21,57578.0,,,,0.0
57578.0,-1.4579823,5.0001,3019.4,0.13,303.68,57579.0,,,,0.0
57579.0,-1.4567211000000002,5.0001,3019.6,0.128,304.62,57580.0,,,,0.0
57580.0,-1.4554431,5.0001,3029.2,0.126,305.96,57581.0,,,28.06,0.0
57581.0,-1.4541633999999999,5.0001,3031.2,0.124,307.54,57582.0,,,,0.0
57582.0,-1.4528961,5.0001,3035.6,0.124,305.82,57583.0,,,,0.0
57583.0,-1.4516232,5.0001,3038.6,0.125,308.69,57584.0,,,,0.0
57584.0,-1.450353,5.0001462,3041.8,0.125,309.43,57585.0,,,27.86,0.0
57585.0,-1.4485686000000002,5.0002,3049.6,0.126,309.44,57585.0,,,,0.0
57586.0,-1.4464103000000001,5.0002,3058.6,0.126,306.1,57586.0,634.0,,,0.0
57587.0,-1.4451453,5.0001818,3062.2,0.12300000000000001,307.93,57587.0,667.0,,,0.0
57588.0,-1.4438656,5.0001,3066.5,0.122,306.02,57588.0,787.0,,27.27,0.0
57589.0,-1.4425851,5.0001,3073.9,0.122,306.04,57589.0,921.0,,,0.0
57590.0,-1.4412326000000002,5.0001,3077.5,0.12,304.59,57590.0,979.0,,,0.0
57591.0,-1.4399457,5.0001,3082.6,0.11900000000000001,300.61,57591.0,942.0,,,0.0
57592.0,-1.438666,5.0001,3086.6,0.11699999999999999,296.28,57592.0,1050.0,,25.79,0.0
57593.0,-1.4373995000000002,5.0001,3090.8,0.11599999999999999,294.93,57593.0,1027.0,,,0.0
57594.0,-1.4361271,5.0001,3095.0,0.11599999999999999,296.005,57594.0,1107.0,,,0.0
57595.0,-1.4348562,5.0001,3099.5,0.11599999999999999,298.4,57596.0,976.0,,,0.0
57596.0,-1.4330737,5.0001,3107.1,0.114,301.29,57597.0,1106.0,,,0.0
57597.0,-1.4309233000000001,5.0001,3116.3,0.111,305.91,57598.0,,,27.9,0.0
57598.0,-1.4296813999999998,5.0001,3119.1,0.11,306.94,57599.0,,,,0.0
57599.0,-1.4283682,5.0001,3121.9,0.107,307.45,57600.0,,,,0.0
57600.0,-1.4270886,5.0001,3126.7,0.10400000000000001,311.5,57601.0,,,,0.0
57601.0,-1.4258274,5.0001,3131.3,0.10300000000000001,317.86,57602.0,,,29.1,0.0
57602.0,-1.4244674,5.0001,3136.8,0.10400000000000001,319.72,57603.0,,,,0.0
57603.0,-1.4231837999999999,5.0001,3140.6,0.10400000000000001,319.74,57603.0,,,,0.0
57604.0,-1.4219093,5.0001,3145.3,0.10400000000000001,326.35,57604.0,,,,0.0
57605.0,-1.4206296,5.0001,3150.0,0.10400000000000001,322.63,57605.0,,,29.3,0.0
57606.0,-1.4193593,5.0001,3155.4,0.10400000000000001,319.54,57606.0,,,,0.0
57607.0,-1.4175813999999998,5.0001,3162.0,0.105,322.39,57607.0,,,,0.0
57608.0,-1.4154166000000001,5.0001,3167.8,0.10400000000000001,325.81,57608.0,,,,0.0
57609.0,-1.4141517,5.0001,3172.1,0.105,324.56,57609.0,,,29.34,0.0
57610.0,-1.412872,5.0001,3180.8,0.102,324.06,57610.0,,,,0.0
57611.0,-1.4115924,5.0001,3179.4,0.10099999999999999,322.16,57611.0,,,,0.0
57612.0,-1.4103299999999999,5.0001,3187.1,0.1,317.435,57612.0,,,,0.0
57613.0,-1.4090521,5.0001,3191.4,0.09699999999999999,314.04,57614.0,,,,0.0
57614.0,-1.4077149,5.0001,3197.0,0.098,300.82,57615.0,,,27.94,0.0
57615.0,-1.4064132,5.0001,3201.0,0.098,294.05,57616.0,,,,0.0
57616.0,-1.4051546,5.0000468,3205.3,0.096,288.1,57617.0,,,,0.0
57617.0,-1.40327,5.0,3211.4,0.096,285.48,57618.0,,,,0.0
57618.0,-1.4011945,5.0,3218.4,0.096,280.39,57619.0,,,24.51,0.0
57619.0,-1.39992,5.0,3224.2,0.094,284.32,57620.0,,,,0.0
57620.0,-1.3986543,5.0,3228.1,0.092,284.36,57621.0,,,,0.0
57621.0,-1.3973639,5.0,3235.2,0.086,290.01,57622.0,,,,0.0
57638.0,-1.3738703,5.0,3316.1,2.265,290.06,57639.0,,,,0.0
57639.0,-1.3720708000000001,4.999949,3323.2,0.163,281.27,57640.0,,,26.65,0.0
57640.0,-1.3703263,4.9999,3330.4,0.163,277.48,57640.0,,,,0.0
57641.0,-1.3690607,4.9999,3335.2,0.07400000000000001,273.82,57641.0,,,,0.0
57642.0,-1.367781,4.9999,3336.4,0.07200000000000001,267.44,57642.0,,,,0.0
57643.0,-1.3665013000000001,4.9999,3344.0,0.07200000000000001,257.26,57643.0,,,21.98,0.0
57644.0,-1.36524,4.9999,3347.5,0.07200000000000001,245.72,57644.0,,,,0.0
57645.0,-1.3639622999999998,4.9999,3353.4,0.07,237.88,57645.0,,,,0.0
57646.0,-1.3626826,4.9999,3358.0,0.069,236.57,57646.0,620.0,,,0.0
57647.0,-1.3613527,4.9999,3361.1,0.067,227.98,57647.0,685.0,,,0.0
57648.0,-1.3600437,4.9999,3364.1,0.067,222.58,57648.0,815.0,,17.53,0.0
57649.0,-1.3587726,4.9999,3370.2,0.067,209.94,57649.0,868.0,,,0.0
57650.0,-1.3570069,4.9999,3380.2,0.066,204.07,57651.0,922.0,,,0.0
57651.0,-1.3548292,4.9999,3388.4,0.065,197.58,57652.0,928.0,,,0.0
57652.0,-1.3535645,4.9999,3391.0,0.064,198.3,57653.0,870.0,,12.81,0.0
57653.0,-1.3522848,4.9999,3396.3,0.064,195.76,57654.0,942.0,,,0.0
57654.0,-1.3510051,4.9999,3399.1,0.064,195.36,57655.0,933.0,,,0.0
57655.0,-1.3497438,4.9999,3403.8,0.063,196.57,57656.0,902.0,,,0.0
57656.0,-1.3484662,4.9999,3410.5,0.063,194.74,57657.0,813.0,,11.43,0.0
57657.0,-1.3471865,4.9999,3415.0,0.062,195.82,57658.0,,,,0.0
57658.0,-1.3459188,4.9999,3417.9,0.061,197.5,57658.0,,,,0.0
57659.0,-1.3445923999999998,4.9999,3422.7,0.061,196.63,57659.0,,,,0.0
57660.0,-1.3432757,4.9999,3426.8,0.061,196.25,57660.0,,,13.58,0.0
57661.0,-1.3415146,4.9999,3433.0,0.06,196.39,57661.0,,,,0.0
57662.0,-1.3393329999999999,4.9999,3443.7,0.06,196.51,57662.0,,,,0.0
57663.0,-1.3380683999999998,4.9999,3447.6,0.06,195.71,57663.0,,,,0.0
57664.0,-1.3367886999999998,4.9999,3454.3,0.06,194.72,57664.0,,,13.25,0.0
57665.0,-1.335509,4.9999,3457.6,0.06,197.94,57665.0,,,,0.0
57666.0,-1.3342464,4.9999,3463.4,0.059000000000000004,197.95,57666.0,,,,0.0
57667.0,-1.3329687,4.9999,3465.5,0.059000000000000004,196.76999999999998,57667.0,,,,0.0
57668.0,-1.331689,4.9999,3470.7,0.057999999999999996,198.66,57669.0,,,,0.0
57669.0,-1.3304221999999999,4.9999,3475.6,0.057999999999999996,195.84,57670.0,,,12.57,0.0
57670.0,-1.3291501000000001,4.9999,3478.6,0.057999999999999996,199.04,57671.0,,,,0.0
57671.0,-1.3278789,4.9999,3483.7,0.057999999999999996,199.67,57672.0,,,,0.0
57672.0,-1.3261197,4.9999,3491.6,0.057,197.77,57673.0,,,,0.0
57673.0,-1.3239094999999999,4.9999,3498.5,0.057,198.25,57674.0,,,12.11,0.0
57674.0,-1.3225708999999999,4.9999,3504.1,0.057,195.14,57675.0,,,,0.0
57675.0,-1.3212912,4.9999,3511.1,0.057,194.88,57676.0,,,,0.0
57676.0,-1.3200115,4.9999,3515.8,0.055999999999999994,195.37,57677.0,,,,0.0
57677.0,-1.3187501,4.9999,3517.8,0.057,196.51,57677.0,,,10.53,0.0
57678.0,-1.3174726,4.9999,3523.9,0.055999999999999994,196.63,57678.0,,,,0.0
57679.0,-1.3162065,4.9999,3528.3,0.055999999999999994,196.7,57679.0,,,,0.0
57680.0,-1.3149323999999998,4.9999,3533.2,0.055,199.16,57680.0,,,,0.0
57681.0,-1.3136527,4.9999,3535.9,0.055,197.18,57681.0,,,11.93,0.0
57682.0,-1.311764,4.9999,3541.1,0.055,195.15,57682.0,,,,0.0
57683.0,-1.3097136999999999,4.9999,3550.4,0.055,194.28,57683.0,,,,0.0
57684.0,-1.3084393,4.9999,3557.2,0.055,192.52,57684.0,,,,0.0
57685.0,-1.3071556,4.9999,3560.4,0.054000000000000006,193.47,57685.0,,,,0.0
57702.0,-1.2839597,5.0,3645.0,2.2680000000000002,184.79,57702.0,,,6.62,0.0
57703.0,-1.2821846000000001,5.0,3650.6,0.132,185.25,57703.0,,,,0.0
57704.0,-1.2804453000000002,5.0,3656.8,0.132,181.67000000000002,57704.0,,,,0.0
57705.0,-1.2791799,5.0,3663.1,0.057999999999999996,182.85,57706.0,225.0,,,0.0
57706.0,-1.2779002,5.0,3666.9,0.057999999999999996,180.33,57707.0,229.0,,,0.0
57707.0,-1.2766205,5.0,3672.7,0.055999999999999994,177.96,57708.0,223.0,,5.82,0.0
57708.0,-1.2753589,5.0,3679.1,0.055,176.99,57709.0,287.0,,,0.0
57709.0,-1.2740815,5.0,3683.7,0.055,176.61,57710.0,266.0,,,0.0
57710.0,-1.2728162,5.0,3687.1,0.055999999999999994,176.44,57711.0,267.0,,,0.0
57711.0,-1.2716038,5.0,3692.0,0.059000000000000004,176.28,57712.0,329.0,,4.47,0.0
57712.0,-1.2703628999999999,5.0,3696.1,0.062,174.79,57713.0,311.0,,,0.0
57713.0,-1.2690915,5.0,3700.2,0.062,178.39,57713.0,311.0,,,0.0
57714.0,-1.2673453000000001,5.0,3706.7,0.061,173.91,57714.0,296.0,,,0.0
57715.0,-1.2651430000000001,5.0,3714.9,0.059000000000000004,177.79,57715.0,321.0,,4.16,0.0
57716.0,-1.2638667,5.0000167,3722.2,0.06,177.62,57716.0,295.0,,,0.0
57717.0,-1.262604,5.0001,3728.4,0.061,177.67,57717.0,321.0,,,0.0
57718.0,-1.2613243,5.0001,3729.5,0.06,178.55,57718.0,,,,0.0
57719.0,-1.2600627,5.0001,3734.6,0.057,179.29,57719.0,,,4.24,0.0
57720.0,-1.2587853999999998,5.0001,3739.0,0.055999999999999994,179.48,57720.0,,,,0.0
57721.0,-1.2575191000000001,5.0001,3746.1,0.057999999999999996,179.07,57721.0,,,,0.0
57722.0,-1.2562452,5.0001,3751.0,0.055999999999999994,177.725,57722.0,,,,0.0
57723.0,-1.2550179,5.0001,3754.8,0.057,179.77,57724.0,,,,0.0
57724.0,-1.2537946000000002,5.0001,3757.9,0.057,174.77,57725.0,,,4.61,0.0
57725.0,-1.252053,5.0001,3763.3,0.061,178.74,57726.0,,,,0.0
57726.0,-1.2498519,5.0001,3773.3,0.065,176.48,57727.0,,,,0.0
57727.0,-1.2485876,5.0001,3779.3,0.062,180.59,57728.0,,,,0.0
57728.0,-1.2473079,5.0001,3784.0,0.064,176.62,57729.0,,,4.18,0.0
57729.0,-1.2460282,5.0001,3791.3,0.07400000000000001,179.41,57730.0,,,,0.0
57730.0,-1.2448536000000001,5.0001,3792.5,0.078,177.24,57731.0,,,,0.0
57731.0,-1.2435878999999999,5.0001,3795.5,0.066,176.6,57731.0,,,,0.0
57732.0,-1.2423225,5.0001,3801.6,0.063,174.91,57732.0,,,3.13,0.0
57733.0,-1.241049,5.0001,3806.3,0.063,176.26,57733.0,,,,0.0
57734.0,-1.2397798,5.0001,3811.9,0.066,173.99,57734.0,,,,0.0
57735.0,-1.2385101,5.0001,3818.9,0.066,176.25,57735.0,,,,0.0
57736.0,-1.2367941999999998,5.0001,3826.5,0.068,174.54,57736.0,,,3.34,0.0
57737.0,-1.2346553999999998,5.0001,3834.4,0.065,173.61,57737.0,,,,0.0
57738.0,-1.2333901000000003,5.0001,3838.8,0.064,175.97,57738.0,,,,0.0
57739.0,-1.2321103999999998,5.0001,3843.0,0.07,175.05,57739.0,,,,0.0
57740.0,-1.2308306999999998,5.0001,3844.7,0.077,176.88,57740.0,,,3.18,0.0
57741.0,-1.2296569,5.0001,3852.8,0.069,179.28500000000003,57741.0,,,,0.0
57742.0,-1.2283918,5.0001,3856.5,0.062,177.63,57743.0,,,,0.0
57743.0,-1.2271263000000001,5.0001,3861.1,0.062,178.77,57744.0,,,,0.0
57744.0,-1.2258528,5.0001,3867.0,0.063,178.75,57745.0,,,,0.0
57745.0,-1.224625,5.0001,3871.8,0.066,179.18,57746.0,,,3.9,0.0
57746.0,-1.2234016,5.0001,3876.6,0.066,174.28,57747.0,,,,0.0
57747.0,-1.2216658,5.0001,3883.5,0.078,176.31,57748.0,,,,0.0
57748.0,-1.2194826,5.0001,3891.1,0.086,177.21,57749.0,,,,0.0
57749.0,-1.218294,5.0001,3896.6,0.079,177.61,57750.0,,,3.92,0.0
57750.0,-1.2170143,5.0001,3900.7,0.063,179.37,57750.0,,,,0.0
57751.0,-1.2157346000000002,5.0001,3903.8,0.055,177.16,57751.0,0.0,,,0.0
57752.0,-1.2144728,5.0000123,3914.0,0.053,176.41,57752.0,1.0,,,0.0
57753.0,-1.2132745,5.0,3915.7,0.048,176.46,57753.0,1.0,,3.57,0.0
57754.0,-1.2120292,5.0,3920.0,0.047,175.8,57754.0,3.0,,,0.0
57755.0,-1.2107553999999998,5.0,3923.7,0.046,178.28,57755.0,9.0,,,0.0
57756.0,-1.2095274,5.0,3927.6,0.046,178.6,57756.0,16.0,,,0.0
57757.0,-1.2077094,5.0,3936.2,0.046,177.23,57757.0,21.0,,,0.0
57758.0,-1.2056698000000001,5.0,3946.3,0.046,178.67,57758.0,,,3.79,0.0
57759.0,-1.2044617,5.0,3950.4,0.046,179.485,57759.0,,,,0.0
57760.0,-1.2031965,5.0,3952.4,0.045,181.71,57761.0,,,,0.0
57761.0,-1.2019228000000002,5.0,3960.0,0.045,180.03,57762.0,,,,0.0
57762.0,-1.2007356000000002,5.0,3965.6,0.046,181.55,57763.0,,,4.9,0.0
57763.0,-1.1994755,5.0,3967.1,0.047,180.59,57764.0,,,,0.0
57764.0,-1.1981982,5.0,3974.0,0.047,184.93,57765.0,,,,0.0
57765.0,-1.1970017,5.0,3978.1,0.047,184.85,57766.0,71.0,,,0.0
57766.0,-1.1957592,5.0,3982.3,0.046,187.12,57767.0,78.0,,6.44,0.0
57767.0,-1.1944795,5.0,3987.0,0.046,186.66,57768.0,133.0,,,0.0
57768.0,-1.1932502,5.0,3992.2,0.046,188.04,57768.0,133.0,,,0.0
57769.0,-1.1915786,5.0,3999.1,0.045,186.12,57769.0,180.0,,,0.0
57770.0,-1.1893839,5.0,4007.2,0.046,187.15,57770.0,197.0,,6.83,0.0
57771.0,-1.1881831,5.0,4012.3,0.047,185.39,57771.0,180.0,,,0.0
57772.0,-1.1869263,5.0,4015.3,0.048,185.11,57772.0,230.0,,,0.0
57773.0,-1.185738,5.0,4022.8,0.048,189.8,57773.0,184.0,,,0.0
57774.0,-1.1844791000000001,5.0,4026.5,0.049,189.13,57774.0,230.0,,6.95,0.0
57775.0,-1.183202,5.0,4030.6,0.05,187.76,57775.0,231.0,,,0.0
57776.0,-1.1819921,5.0,4038.2,0.048,192.29,57776.0,245.0,,,0.0
57777.0,-1.1807542,5.0,4042.7,0.047,191.915,57777.0,241.0,,,0.0
57778.0,-1.1795334,5.0,4044.3,0.047,195.02,57779.0,,,,0.0
57779.0,-1.178311,5.0,4047.4,0.047,197.22,57780.0,,,8.19,0.0
57780.0,-1.1766188999999998,5.0,4054.3,0.049,194.32,57781.0,,,,0.0
57781.0,-1.1744633999999998,5.0,4062.2,0.05,195.27,57782.0,,,,0.0
57782.0,-1.1732021000000001,5.0,4067.2,0.052000000000000005,195.76,57783.0,,,,0.0
57783.0,-1.1720245,5.0,4072.1,0.054000000000000006,194.97,57784.0,,,8.54,0.0
57784.0,-1.1707448,5.0,4076.5,0.055,191.43,57785.0,,,,0.0
57785.0,-1.1695688,5.0,4081.5,0.055,188.7,57786.0,,,,0.0
57786.0,-1.1683046000000001,4.9999218,4085.8,0.052000000000000005,182.07,57786.0,,,,0.0
57787.0,-1.1670249,4.9999,4090.6,0.048,179.24,57787.0,,,5.91,0.0
57788.0,-1.1658177,4.9999,4095.2,0.045,175.25,57788.0,,,,0.0
57789.0,-1.1645858999999998,4.9999,4099.0,0.043,174.22,57789.0,,,,0.0
57790.0,-1.1633566,4.9999,4103.6,0.043,171.72,57790.0,,,,0.0
57791.0,-1.1617263,4.9999,4110.1,0.040999999999999995,167.75,57791.0,,,2.7,0.0
57792.0,-1.1595673,4.9999,4117.2,0.04,167.69,57792.0,,,,0.0
57793.0,-1.1583054,4.9999,4122.8,0.039,165.72,57793.0,,,,0.0
57794.0,-1.1571271,4.9999,4128.4,0.038,165.37,57794.0,,,,0.0
57795.0,-1.1558473,4.9999,4131.4,0.039,166.59,57795.0,,,,0.0
57796.0,-1.1546722,4.9999,4135.3,0.039,167.31,57796.0,,,2.88,0.0
57797.0,-1.1534084,4.9999,4139.4,0.039,165.47,57798.0,,,,0.0
57798.0,-1.1522111000000002,4.9999,4146.4,0.039,165.44,57799.0,,,,0.0
57799.0,-1.1509695,4.9999,4149.8,0.039,165.17,57800.0,,,,0.0
57800.0,-1.1497405,4.9999,4153.3,0.039,165.21,57801.0,,,1.64,0.0
57801.0,-1.148518,4.9999,4157.5,0.039,164.23,57802.0,,,,0.0
57802.0,-1.1468313,4.9999,4164.1,0.039,167.57,57803.0,,,,0.0
57803.0,-1.1446978,4.9999,4174.3,0.039,166.55,57804.0,,,,0.0
57804.0,-1.1435106000000002,4.9999,4175.9,0.038,168.28,57805.0,,,1.68,0.0
57805.0,-1.1422358,4.9999,4184.5,0.038,168.52,57805.0,,,,0.0
57806.0,-1.1410475,4.9999,4188.4,0.038,171.45,57806.0,,,,0.0
57807.0,-1.1397892,4.9999,4192.3,0.038,169.56,57807.0,,,,0.0
57808.0,-1.1385899,4.9999,4197.1,0.038,168.7,57808.0,,,2.6,0.0
57809.0,-1.1373456,4.9999,4200.2,0.038,167.24,57809.0,,,,0.0
57810.0,-1.1361312,4.9999,4206.1,0.037000000000000005,169.36,57810.0,,,,0.0
57811.0,-1.1348923,4.9999,4210.1,0.037000000000000005,167.01,57811.0,,,,0.0
57812.0,-1.1330835,4.9999,4216.4,0.037000000000000005,168.04,57812.0,,,3.71,0.0
57813.0,-1.1310853,4.9999,4225.8,0.037000000000000005,167.72,57813.0,,,,0.0
57814.0,-1.129897,4.9999,4229.4,0.037000000000000005,166.755,57814.0,0.0,,,0.0
57815.0,-1.1286969,4.9999,4234.9,0.037000000000000005,169.0,57816.0,0.0,,,0.0
57816.0,-1.1274393999999999,4.9999,4238.9,0.037000000000000005,169.13,57817.0,0.0,,,0.0
57817.0,-1.1262511,4.9999,4240.9,0.037000000000000005,167.41,57818.0,0.0,,3.81,0.0
57818.0,-1.1249919,4.9999,4249.1,0.037000000000000005,168.22,57819.0,,,,0.0
57819.0,-1.1237923,4.9999,4251.6,0.037000000000000005,168.23,57820.0,,,,0.0
57826.0,-1.1140417999999999,4.9999,4287.9,0.036000000000000004,168.94,57826.0,42.0,,,0.0
57827.0,-1.1128535,4.9999,4294.1,0.036000000000000004,167.49,57827.0,60.0,,,0.0
57828.0,-1.1116815,4.9999,4299.6,0.035,168.39,57828.0,83.0,,,0.0
57829.0,-1.1104186000000003,4.9999,4301.1,0.035,168.51,57829.0,92.0,,3.68,0.0
57830.0,-1.1092197,4.9999,4305.1,0.035,167.71,57830.0,149.0,,,0.0
57831.0,-1.1079784,4.9999,4310.0,0.035,166.96,57831.0,156.0,,,0.0
57832.0,-1.1067488,4.9999,4316.4,0.034,165.85000000000002,57832.0,163.0,,,0.0
57833.0,-1.1055683,4.9999,4321.0,0.034,165.73,57834.0,183.0,,,0.0
57834.0,-1.1039510000000001,4.9999,4325.7,0.034,166.19,57835.0,173.0,,3.12,0.0
57835.0,-1.1018069,4.9999,4334.9,0.035,164.84,57836.0,161.0,,,0.0
57836.0,-1.1006196000000001,4.9999,4337.7,0.034,165.93,57837.0,189.0,,,0.0
57837.0,-1.0993442,4.9999,4342.9,0.034,163.85,57838.0,188.0,,,0.0
57838.0,-1.098157,4.9999,4344.5,0.034,167.38,57839.0,,,3.18,0.0
57839.0,-1.096984,4.9999,4354.3,0.034,165.97,57840.0,,,,0.0
57840.0,-1.0957983,4.9999,4357.1,0.034,168.23,57841.0,,,,0.0
57841.0,-1.0945553,4.9999,4358.4,0.034,166.7,57841.0,,,,0.0
57842.0,-1.0933407,4.9999,4363.2,0.034,162.65,57842.0,,,4.4,0.0
57843.0,-1.0921524,4.9999497999999996,4368.2,0.034,164.12,57843.0,,,,0.0
57844.0,-1.0909307,5.0,4371.6,0.034,166.1,57844.0,,,,0.0
57845.0,-1.0892872,5.0,4376.1,0.034,166.08,57845.0,,,,0.0
57846.0,-1.0872095,5.0,4383.7,0.034,165.29,57846.0,,,3.82,0.0
